V_NO,MAKE,MODEL,COLOUR,FUEL_TYPE,REGISTERED_KEEPERS,CAPCLEAN,ODOMETER_MILES,VEHICLE_AGE__MONTHS,REGISTRATION_DATE,VEHICLE_SOURCE,TRANSMISSION_TYPE
33226,MAZDA,CX-5,GREY,Petrol,2,12350,44000,62,11/10/2021,TradeZone,MANUAL
39306,SKODA,KAMIQ,WHITE,Petrol,2,13900,7557,28,02/09/2020,OTHER,MANUAL
99153,SKODA,KAMIQ,GREY,Petrol,2,13000,9931,41,31/03/2019,TradeZone,SEMI-AUTO
47819,AUDI,A3,BLACK,Petrol,1,18150,29818,49,05/11/2020,TradeZone,AUTO
40332,AUDI,A3,GREY,Petrol,1,17200,40090,49,11/12/2020,TradeZone,MANUAL
56581,AUDI,A3,GREY,Petrol,1,20400,26838,26,01/09/2023,TradeZone,MANUAL
3405,AUDI,A3,ORANGE,Petrol,1,16850,40500,51,05/02/2018,TradeZone,MANUAL
36847,VOLKSWAGEN,ID.BUZZ,GREY,Electric,1,38700,5495,29,14/08/2018,TradeZone,SEMI-AUTO
80642,VOLKSWAGEN,ID.BUZZ,BLUE,Electric,1,41200,4039,16,03/12/2021,TradeZone,AUTO
54059,VOLKSWAGEN,ID.BUZZ,GREEN,Electric,1,41300,100,20,13/09/2021,TradeZone,MANUAL
35013,VOLKSWAGEN,ID.BUZZ,WHITE,Electric,1,39100,5731,28,30/04/2018,TradeZone,SEMI-AUTO
66571,VOLKSWAGEN,ID.BUZZ,RED,Electric,1,40500,27,21,20/05/2016,TradeZone,MANUAL
30300,VOLKSWAGEN,ID.BUZZ,WHITE,Electric,2,38200,8585,29,27/03/2018,TradeZone,AUTO
13012,DACIA,DUSTER,BLUE,Petrol,1,10050,43779,38,29/11/2018,TradeZone,SEMI-AUTO
54589,NISSAN,JUKE,SILVER,Petrol,1,9050,65000,42,29/06/2020,TradeZone,MANUAL
62169,TOYOTA,COROLLA TOURING SPORT,BLACK,Hybrid,1,14750,57378,64,17/01/2022,TradeZone,AUTO
22543,SUZUKI,SX4 S-CROSS,RED,Petrol,1,9850,51434,48,03/03/2020,OTHER,AUTO
58760,JAGUAR,XF SPORTBRAKE,RED,Diesel,2,10850,58602,83,13/10/2018,TradeZone,MANUAL
99827,JAGUAR,XF SPORTBRAKE,GREY,Diesel,5,12650,49923,74,17/05/2019,TradeZone,MANUAL
17268,HYUNDAI,TUCSON,RED,Petrol,3,6750,65130,92,29/03/2018,TradeZone,MANUAL
36714,HYUNDAI,TUCSON,WHITE,Petrol,2,6250,79053,92,28/05/2016,TradeZone,SEMI-AUTO
39487,SKODA,FABIA,BLUE,Petrol,1,18400,1507,7,17/03/2022,TradeZone,SEMI-AUTO
84452,BMW,3 SERIES,WHITE,Diesel,3,830,190666,183,25/09/2020,OTHER,AUTO
11456,VAUXHALL,CORSA,BLACK,Petrol,7,390,113000,206,18/01/2018,TradeZone,MANUAL
55826,AUDI,Q2,BLACK,Petrol,3,11800,47513,84,18/05/2021,OTHER,MANUAL
2626,VOLVO,XC40,RED,Petrol,1,15500,47720,73,16/11/2018,PARTEX,MANUAL
23064,PEUGEOT,3008,WHITE,Petrol,1,16900,22378,38,31/05/2019,PARTEX,MANUAL
21418,PEUGEOT,3008,BLACK,Petrol,1,17000,21070,38,18/12/2018,TradeZone,MANUAL
41753,PEUGEOT,3008,WHITE,Petrol,2,17150,15164,43,14/01/2022,TradeZone,AUTO
86334,VOLKSWAGEN,PASSAT,ORANGE,Diesel,4,15100,36232,65,12/10/2019,TradeZone,MANUAL
56643,HONDA,HR-V,WHITE,Petrol,3,11500,48325,86,05/03/2021,TradeZone,MANUAL
86084,PEUGEOT,5008,WHITE,Diesel,3,12600,63982,86,10/06/2020,OTHER,AUTO
32684,MG,ZS,GREY,Petrol,3,7625,61772,84,24/07/2020,TradeZone,AUTO
64090,MG,ZS,GREY,Petrol,2,10350,21959,62,31/03/2021,TradeZone,AUTO
76272,MG,ZS,BLACK,Petrol,2,9500,29527,74,18/05/2021,TradeZone,AUTO
46955,VAUXHALL,ASTRA,BLUE,Petrol,4,840,66637,187,15/04/2021,TradeZone,MANUAL
49996,AUDI,A3,WHITE,Petrol,2,9850,30376,101,01/03/2021,TradeZone,AUTO
34286,LAND ROVER,RANGE ROVER SPORT,GREY,Hybrid,1,79500,6370,8,27/09/2019,TradeZone,MANUAL
69845,FORD,KUGA,GREY,Diesel,1,14900,29316,49,30/11/2019,TradeZone,MANUAL
71734,NISSAN,LEAF,RED,Electric,1,8125,26067,42,30/06/2018,TradeZone,MANUAL
97390,NISSAN,LEAF,BLACK,Electric,2,8350,21809,41,05/01/2018,TradeZone,SEMI-AUTO
23744,NISSAN,LEAF,BLUE,Electric,3,9000,9301,44,27/11/2019,TradeZone,MANUAL
79019,MERCEDES-BENZ,CLA,GREY,Diesel,1,21850,18524,50,25/11/2020,TradeZone,SEMI-AUTO
48897,FORD,FIESTA,BLUE,Petrol,2,8100,27767,66,23/12/2020,PARTEX,SEMI-AUTO
88084,SEAT,ATECA,RED,Diesel,2,14550,32586,62,28/09/2022,TradeZone,SEMI-AUTO
85314,SKODA,OCTAVIA,GREY,Petrol,1,21450,55,5,02/03/2021,TradeZone,AUTO
93839,MITSUBISHI,MIRAGE,BLACK,Petrol,1,4925,44816,64,08/07/2019,TradeZone,AUTO
79822,LAND ROVER,DISCOVERY,BLACK,Diesel,2,20500,47652,80,29/09/2015,PARTEX,MANUAL
62146,OMODA,5,GREY,Petrol,2,20100,2684,8,26/06/2017,OTHER,SEMI-AUTO
29031,AUDI,A4,BLUE,Diesel,3,2725,139906,120,27/03/2019,TradeZone,SEMI-AUTO
24130,HYUNDAI,I800,GREY,Diesel,2,12450,73833,68,18/09/2021,TradeZone,MANUAL
74980,JAGUAR,E-PACE,WHITE,Petrol,1,14700,30118,72,22/11/2017,TradeZone,AUTO
29762,AUDI,Q2,RED,Petrol,3,11150,59294,91,28/03/2022,TradeZone,AUTO
21344,SKODA,KAROQ,SILVER,Petrol,2,12850,14228,55,09/07/2021,OTHER,MANUAL
22494,FORD,FIESTA,RED,Petrol,1,10950,21347,50,30/03/2018,TradeZone,MANUAL
73938,JEEP,COMPASS,WHITE,Petrol,2,9225,64822,71,24/01/2022,TradeZone,MANUAL
87244,KIA,SPORTAGE,GREY,Diesel,2,13550,50279,70,30/06/2020,TradeZone,MANUAL
43522,MG,HS,BLACK,Petrol,3,11850,38554,46,16/03/2021,TradeZone,MANUAL
78938,MG,HS,WHITE,Petrol,2,13450,17025,42,31/10/2022,TradeZone,AUTO
28165,MG,HS,BLACK,Petrol,3,11450,35015,58,31/03/2019,TradeZone,MANUAL
51233,VAUXHALL,CORSA,GREY,Petrol,1,11400,4,25,04/02/2019,PARTEX,SEMI-AUTO
98490,VAUXHALL,CORSA,RED,Petrol,1,10300,12959,32,07/03/2020,TradeZone,MANUAL
416,SKODA,KAROQ,GREEN,Petrol,1,25050,10762,13,17/03/2018,TradeZone,MANUAL
46888,SEAT,LEON,YELLOW,Petrol,1,11550,48111,49,15/04/2021,TradeZone,MANUAL
44788,CITROEN,C3 AIRCROSS,BLUE,Petrol,1,8700,43388,50,14/08/2020,TradeZone,AUTO
54200,FORD,KA+,BLUE,Petrol,2,5225,31500,100,03/08/2020,TradeZone,SEMI-AUTO
99927,FORD,KA+,GREY,Petrol,4,4900,56907,80,12/03/2021,TradeZone,SEMI-AUTO
64936,FORD,KA+,BLACK,Petrol,2,5100,35940,100,26/01/2018,TradeZone,SEMI-AUTO
54771,DS,DS 3,WHITE,Petrol,4,2450,60001,118,24/07/2018,TradeZone,AUTO
40379,HYUNDAI,TUCSON,BLACK,Petrol,2,17350,16562,48,22/09/2020,TradeZone,SEMI-AUTO
44210,HYUNDAI,TUCSON,BLUE,Petrol,2,19450,13856,26,30/06/2020,TradeZone,AUTO
21734,HYUNDAI,TUCSON,WHITE,Petrol,1,18300,15133,33,15/11/2022,TradeZone,MANUAL
14323,CITROEN,GRAND C4 PICASSO,GREY,Diesel,2,5725,69161,93,02/03/2017,TradeZone,SEMI-AUTO
53280,AUDI,A1,BLUE,Petrol,2,12900,18573,82,27/02/2021,TradeZone,MANUAL
66054,SKODA,FABIA,GREY,Petrol,2,4075,93678,112,17/09/2020,TradeZone,MANUAL
46648,TOYOTA,AYGO,BLUE,Petrol,3,1325,111000,161,10/11/2020,TradeZone,SEMI-AUTO
32031,CITROEN,C3 AIRCROSS,BLACK,Petrol,2,12700,11657,32,14/11/2022,TradeZone,MANUAL
43179,PEUGEOT,3008,BLUE,Diesel,2,1100,101500,167,13/10/2021,OTHER,MANUAL
99468,AUDI,Q3,BLACK,Diesel,2,18400,53518,66,19/05/2017,TradeZone,SEMI-AUTO
53452,AUDI,Q3,BLUE,Diesel,1,21750,45868,38,31/03/2023,TradeZone,MANUAL
92862,RENAULT,CLIO,BLUE,Petrol,2,6650,32481,73,14/06/2019,TradeZone,MANUAL
98191,RENAULT,CLIO,BLACK,Petrol,4,5425,48636,83,18/03/2020,TradeZone,SEMI-AUTO
46281,RENAULT,CLIO,GREY,Petrol,2,7350,19331,73,15/11/2021,TradeZone,AUTO
27457,FORD,KUGA,WHITE,Diesel,3,10000,57706,90,30/06/2017,TradeZone,MANUAL
24882,MERCEDES-BENZ,GLC,WHITE,Diesel,3,15450,67702,92,06/11/2019,TradeZone,AUTO
29699,MERCEDES-BENZ,GLC,GREY,Diesel,4,18000,39171,84,08/12/2020,TradeZone,SEMI-AUTO
87507,VAUXHALL,ASTRA,BLUE,Diesel,6,3125,64112,118,28/05/2021,OTHER,MANUAL
72455,HONDA,CR-V,SILVER,Diesel,2,960,110000,194,14/10/2021,TradeZone,SEMI-AUTO
56975,AUDI,A6 AVANT,WHITE,Diesel,3,15800,67743,74,31/05/2018,TradeZone,AUTO
34141,VAUXHALL,INSIGNIA,SILVER,Diesel,1,1025,80100,173,03/02/2021,TradeZone,AUTO
6477,MERCEDES-BENZ,GLC,RED,Petrol,2,20800,42100,71,24/05/2021,TradeZone,MANUAL
55440,FIAT,500,BLUE,Petrol,5,2625,77301,122,01/11/2019,TradeZone,AUTO
33452,BMW,X1,BLUE,Petrol,1,18650,29561,57,26/09/2022,TradeZone,MANUAL
21507,BMW,X1,BLACK,Petrol,2,16850,41248,65,04/06/2021,TradeZone,SEMI-AUTO
76331,NISSAN,MICRA,GREY,Petrol,3,9300,14789,47,15/06/2018,TradeZone,MANUAL
69712,PEUGEOT,208,BLUE,Petrol,4,2100,77500,140,26/12/2018,TradeZone,SEMI-AUTO
71034,MERCEDES-BENZ,A-CLASS,RED,Petrol,2,8650,69089,88,19/07/2022,TradeZone,AUTO
64919,BMW,5 SERIES,BLACK,Diesel,2,17350,43844,74,30/09/2020,TradeZone,SEMI-AUTO
41768,MINI,HATCHBACK,BLUE,Petrol,2,17200,21000,50,10/09/2016,TradeZone,MANUAL
1194,VOLKSWAGEN,GOLF,WHITE,Hybrid,3,9075,84131,84,12/06/2020,TradeZone,AUTO
54562,VOLKSWAGEN,GOLF,GREY,Hybrid,2,8375,96000,82,16/09/2021,TradeZone,AUTO
46464,VOLKSWAGEN,GOLF,WHITE,Hybrid,2,13100,52069,62,23/04/2021,TradeZone,SEMI-AUTO
12816,BMW,1 SERIES,GREY,Petrol,1,19150,18346,43,21/07/2017,TradeZone,AUTO
49019,BMW,1 SERIES,BLACK,Petrol,1,15600,50862,51,30/05/2019,TradeZone,MANUAL
63052,BMW,1 SERIES,GREY,Petrol,2,19950,12753,39,06/05/2021,OTHER,MANUAL
49742,SKODA,KAROQ,BLUE,Petrol,1,14650,21726,39,14/05/2018,TradeZone,MANUAL
67434,MINI,COUNTRYMAN,BLUE,Petrol,1,14350,48406,58,30/11/2020,TradeZone,MANUAL
63560,MERCEDES-BENZ,E-CLASS,WHITE,Diesel,2,24150,29729,59,14/09/2021,OTHER,AUTO
65793,JAGUAR,F-PACE,GREY,Diesel,1,29750,33907,50,24/09/2021,TradeZone,MANUAL
81838,MG,ZS EV,WHITE,Electric,1,17300,5722,18,01/03/2021,TradeZone,SEMI-AUTO
23046,LAND ROVER,RANGE ROVER,BLACK,Hybrid,1,103800,11000,6,14/10/2019,TradeZone,MANUAL
90643,TOYOTA,COROLLA,BLUE,Hybrid,1,12350,49464,49,20/11/2019,TradeZone,AUTO
95151,TOYOTA,COROLLA,BLACK,Hybrid,1,13850,37011,37,24/11/2020,TradeZone,AUTO
3180,TOYOTA,COROLLA,WHITE,Hybrid,1,11300,53000,63,30/04/2021,TradeZone,MANUAL
54605,VOLVO,V40,BLACK,Diesel,3,7675,67074,108,16/12/2020,TradeZone,AUTO
635,FORD,KUGA,WHITE,Diesel,2,10300,51186,65,30/07/2016,TradeZone,MANUAL
16643,FORD,FIESTA,BLUE,Petrol,3,2925,79000,110,25/07/2018,TradeZone,MANUAL
66925,FORD,FIESTA,SILVER,Petrol,3,2125,94300,142,04/05/2018,TradeZone,MANUAL
60027,FORD,FIESTA,GREY,Petrol,2,3450,56289,121,14/01/2020,TradeZone,AUTO
7764,FORD,S-MAX,WHITE,Petrol,2,8825,77301,90,21/09/2018,TradeZone,MANUAL
53587,SEAT,ATECA,WHITE,Petrol,1,14800,37153,49,16/11/2020,TradeZone,AUTO
14146,SEAT,ATECA,RED,Petrol,1,15000,33883,49,21/12/2020,OTHER,MANUAL
85240,SEAT,ATECA,GREY,Petrol,1,15000,33277,49,29/03/2019,TradeZone,MANUAL
97225,SEAT,ATECA,BLACK,Petrol,1,15200,30883,49,18/09/2019,TradeZone,SEMI-AUTO
45926,HYUNDAI,I20,GREY,Petrol,3,4175,82000,122,18/09/2020,TradeZone,SEMI-AUTO
50169,SKODA,FABIA,WHITE,Petrol,3,4750,79391,85,22/03/2019,TradeZone,SEMI-AUTO
45937,NISSAN,MICRA,BLUE,Petrol,3,8575,49628,64,26/09/2019,TradeZone,MANUAL
48897,VOLVO,XC40,SILVER,Hybrid,1,16350,74172,53,06/04/2021,TradeZone,AUTO
95004,TOYOTA,AYGO,GREY,Petrol,4,5750,44023,84,22/09/2020,TradeZone,AUTO
25463,TOYOTA,AYGO,BLACK,Petrol,1,6250,30437,86,05/03/2021,TradeZone,AUTO
32409,VAUXHALL,INSIGNIA GRAND SPORT,WHITE,Petrol,5,6200,70295,86,17/05/2017,TradeZone,MANUAL
34321,VAUXHALL,INSIGNIA GRAND SPORT,SILVER,Petrol,4,8200,40520,78,22/01/2018,TradeZone,AUTO
35084,VAUXHALL,INSIGNIA GRAND SPORT,GREY,Petrol,2,8650,40663,74,23/06/2017,TradeZone,SEMI-AUTO
23903,VAUXHALL,INSIGNIA GRAND SPORT,GREY,Petrol,2,7550,55733,74,29/09/2017,TradeZone,SEMI-AUTO
63596,VAUXHALL,INSIGNIA GRAND SPORT,RED,Petrol,2,7750,43456,85,22/11/2019,PARTEX,MANUAL
98289,VOLKSWAGEN,GOLF,WHITE,Diesel,2,15500,41798,86,27/01/2022,TradeZone,MANUAL
36272,NISSAN,QASHQAI,GREY,Petrol,2,14650,23000,53,01/09/2018,TradeZone,MANUAL
10357,DS,DS 3 CROSSBACK,BLACK,Petrol,1,10850,50822,35,23/04/2021,TradeZone,AUTO
99816,VAUXHALL,CORSA,RED,Petrol,3,3750,52496,89,21/11/2019,OTHER,AUTO
63065,VAUXHALL,CORSA,BLACK,Petrol,3,4000,48599,88,05/10/2020,TradeZone,SEMI-AUTO
54251,FORD,S-MAX,GREY,Petrol,3,2375,84537,195,20/06/2017,TradeZone,MANUAL
86037,VOLKSWAGEN,T-CROSS,GREY,Petrol,1,15350,14100,58,31/03/2018,PARTEX,MANUAL
10933,BMW,1 SERIES,BLUE,Petrol,2,1800,77000,167,09/09/2019,PARTEX,MANUAL
49469,SKODA,FABIA,WHITE,Petrol,4,5025,79650,104,05/07/2018,TradeZone,MANUAL
16015,MINI,HATCHBACK,WHITE,Diesel,3,2050,138000,125,27/03/2019,TradeZone,MANUAL
15514,KIA,SPORTAGE,BLACK,Petrol,1,14800,19300,50,08/03/2021,TradeZone,AUTO
43278,MINI,COUNTRYMAN,WHITE,Hybrid,1,16300,20481,52,01/03/2018,TradeZone,MANUAL
66435,HONDA,CIVIC,GREY,Petrol,2,11100,55843,76,04/03/2020,TradeZone,SEMI-AUTO
23613,HONDA,CIVIC,BLACK,Petrol,4,10300,61000,88,29/09/2017,TradeZone,MANUAL
55982,RENAULT,KADJAR,BLACK,Petrol,2,6100,40808,82,25/02/2022,TradeZone,AUTO
14281,BMW,X1,BLUE,Petrol,2,14350,32553,67,05/12/2022,TradeZone,MANUAL
32339,VOLVO,XC40,WHITE,Petrol,1,30100,4977,5,25/06/2020,TradeZone,MANUAL
95286,BMW,1 SERIES,BLUE,Petrol,3,10300,29241,68,14/04/2021,TradeZone,AUTO
45752,BMW,1 SERIES,GREY,Petrol,3,7950,80150,68,09/09/2020,TradeZone,AUTO
10003,VAUXHALL,GRANDLAND,WHITE,Petrol,1,14000,36584,35,30/04/2023,TradeZone,MANUAL
54493,VAUXHALL,GRANDLAND,WHITE,Petrol,1,15850,16579,38,31/01/2022,TradeZone,MANUAL
7148,AUDI,A1,BLUE,Petrol,1,13600,33277,46,30/01/2017,TradeZone,SEMI-AUTO
45473,AUDI,A1,BLUE,Petrol,1,15800,23329,26,13/01/2018,TradeZone,MANUAL
5099,AUDI,A1,ORANGE,Petrol,1,15100,22899,36,26/07/2022,TradeZone,AUTO
28217,AUDI,A1,RED,Petrol,1,15000,10000,51,08/08/2018,TradeZone,MANUAL
77785,AUDI,A1,RED,Petrol,1,16500,15685,25,28/09/2018,TradeZone,MANUAL
93535,AUDI,A1,BLUE,Petrol,1,13850,39797,37,29/03/2017,OTHER,MANUAL
84547,AUDI,A1,WHITE,Petrol,2,13200,24637,67,02/09/2016,PARTEX,MANUAL
57874,VOLKSWAGEN,POLO,WHITE,Petrol,3,520,88000,224,27/01/2022,TradeZone,MANUAL
43014,FORD,FOCUS,GREY,Diesel,1,10350,39813,51,31/07/2018,TradeZone,MANUAL
87192,FORD,FOCUS,BLUE,Diesel,1,10450,41947,49,27/04/2017,TradeZone,AUTO
39902,LAND ROVER,RANGE ROVER EVOQUE,BLACK,Diesel,5,5200,93954,159,25/03/2019,TradeZone,AUTO
45105,KIA,PICANTO,GREY,Petrol,1,9400,20000,74,16/01/2018,TradeZone,AUTO
43717,VAUXHALL,CORSA,WHITE,Petrol,3,6700,30700,80,26/09/2019,TradeZone,MANUAL
4956,LAND ROVER,DISCOVERY SPORT,BLUE,Diesel,2,21100,33658,59,21/08/2018,TradeZone,MANUAL
78825,FORD,FOCUS,GREY,Petrol,2,2875,55300,128,12/07/2021,TradeZone,AUTO
18891,FORD,EXPLORER,ORANGE,Electric,2,34500,1376,7,21/08/2020,TradeZone,AUTO
85270,AUDI,A3,SILVER,Petrol,2,7625,88000,75,15/06/2018,TradeZone,AUTO
98083,AUDI,A3,GREY,Diesel,1,16900,35843,64,11/09/2020,OTHER,MANUAL
25518,BMW,3 SERIES,WHITE,Hybrid,1,16050,53577,56,22/10/2019,TradeZone,SEMI-AUTO
27750,BMW,3 SERIES,SILVER,Hybrid,1,16700,43695,62,24/04/2019,TradeZone,SEMI-AUTO
38904,BMW,3 SERIES,BLACK,Hybrid,2,18450,36100,46,04/03/2021,TradeZone,MANUAL
95053,BMW,3 SERIES,SILVER,Hybrid,,13650,70000,65,04/11/2019,TradeZone,MANUAL
4777,TOYOTA,AYGO,BLACK,Petrol,3,6675,8436,106,03/09/2021,TradeZone,SEMI-AUTO
42587,RENAULT,CAPTUR,RED,Diesel,2,6375,30210,94,28/06/2017,PARTEX,MANUAL
1544,MERCEDES-BENZ,GLC COUPE,BLUE,Petrol,2,24950,52127,62,24/11/2020,TradeZone,SEMI-AUTO
31078,KIA,CEED,WHITE,Diesel,3,1900,90000,155,09/12/2019,TradeZone,MANUAL
57979,LAND ROVER,FREELANDER 2,SILVER,Diesel,6,2050,109000,206,30/06/2017,TradeZone,MANUAL
2593,JAGUAR,F-PACE,GREY,Diesel,2,9225,88214,106,13/06/2017,TradeZone,AUTO
36116,JAGUAR,F-PACE,WHITE,Diesel,2,15350,41782,68,28/09/2018,TradeZone,MANUAL
13954,JAGUAR,F-PACE,GREY,Diesel,2,13500,47232,86,02/01/2020,TradeZone,AUTO
91755,JAGUAR,F-PACE,GREY,Diesel,4,10100,77524,103,02/11/2016,TradeZone,SEMI-AUTO
33853,VAUXHALL,MOKKA X,BLACK,Petrol,2,3625,70213,99,30/09/2021,TradeZone,MANUAL
75312,TOYOTA,AYGO,SILVER,Petrol,3,2525,68000,134,24/04/2019,TradeZone,SEMI-AUTO
10634,BMW,1 SERIES,GREY,Diesel,6,4425,73420,137,18/05/2020,TradeZone,SEMI-AUTO
29411,MERCEDES-BENZ,GLA,BLACK,Petrol,1,13100,34638,80,27/09/2019,PARTEX,SEMI-AUTO
64213,AUDI,A3,WHITE,Petrol,3,10200,54656,65,03/09/2021,TradeZone,AUTO
10031,TOYOTA,AYGO,GREEN,Petrol,3,3500,54322,108,30/09/2021,TradeZone,AUTO
72564,ABARTH,124 SPIDER,RED,Petrol,3,13200,41695,82,06/12/2021,OTHER,AUTO
9817,MERCEDES-BENZ,CLA,WHITE,Petrol,2,21700,26124,62,01/09/2018,TradeZone,MANUAL
62356,MERCEDES-BENZ,CLA,GREY,Petrol,1,18050,62234,62,30/09/2020,TradeZone,SEMI-AUTO
73686,MERCEDES-BENZ,CLA,SILVER,Petrol,1,23450,20768,38,14/05/2018,TradeZone,AUTO
61099,MERCEDES-BENZ,CLA,GREY,Petrol,1,21800,32084,41,31/03/2022,TradeZone,AUTO
96747,MINI,CLUBMAN,GREY,Petrol,2,8850,46379,89,14/11/2022,TradeZone,AUTO
96756,LAND ROVER,RANGE ROVER EVOQUE,YELLOW,Diesel,1,20300,18629,38,24/12/2020,PARTEX,MANUAL
13110,LAND ROVER,RANGE ROVER EVOQUE,BLUE,Diesel,1,18500,29983,49,25/09/2018,TradeZone,MANUAL
79295,LAND ROVER,RANGE ROVER EVOQUE,GREY,Diesel,2,17100,48574,50,23/07/2021,TradeZone,SEMI-AUTO
46184,LAND ROVER,RANGE ROVER EVOQUE,GREEN,Diesel,1,18200,33409,50,01/03/2016,PARTEX,AUTO
45052,LAND ROVER,RANGE ROVER EVOQUE,SILVER,Diesel,1,17700,40953,50,01/04/2021,TradeZone,AUTO
89277,VAUXHALL,ZAFIRA,BLUE,Petrol,4,5050,63474,92,28/09/2021,TradeZone,AUTO
30831,VOLKSWAGEN,CARAVELLE,GREY,Diesel,3,39400,45926,53,31/10/2019,TradeZone,AUTO
69388,VOLKSWAGEN,TOUAREG,RED,Diesel,3,30100,29440,68,12/08/2016,TradeZone,MANUAL
19556,FORD,FOCUS,WHITE,Diesel,2,6175,62000,100,18/08/2020,TradeZone,MANUAL
16034,SEAT,IBIZA,GREY,Petrol,2,6050,52914,95,09/08/2021,TradeZone,AUTO
28426,SEAT,ARONA,GREY,Petrol,1,12200,39775,39,27/01/2020,TradeZone,MANUAL
85418,SEAT,MII,SILVER,Petrol,2,3350,83347,95,31/03/2022,TradeZone,MANUAL
71833,FORD,ECOSPORT,GREY,Diesel,2,8250,33628,80,20/12/2019,TradeZone,MANUAL
44091,HYUNDAI,I20,GREY,Petrol,1,12350,13230,31,30/09/2020,TradeZone,MANUAL
49969,VAUXHALL,CORSA,WHITE,Petrol,3,4150,66200,77,29/09/2020,TradeZone,SEMI-AUTO
63767,VAUXHALL,CORSA,UNKNOWN,Petrol,2,5900,32161,76,27/01/2022,OTHER,MANUAL
49341,VAUXHALL,CORSA,RED,Petrol,1,6500,24773,74,06/07/2020,TradeZone,AUTO
13843,VAUXHALL,CORSA,BLACK,Petrol,2,5000,50000,72,18/12/2018,TradeZone,MANUAL
7117,SKODA,KAMIQ,BLACK,Petrol,1,16650,26786,50,31/03/2016,TradeZone,MANUAL
21869,SKODA,KAMIQ,BLACK,Petrol,1,14950,46423,50,10/09/2020,TradeZone,MANUAL
88494,SKODA,KAMIQ,WHITE,Petrol,1,15700,31219,53,24/09/2018,TradeZone,MANUAL
94010,SKODA,KAMIQ,GREY,Petrol,1,16950,22496,50,30/09/2021,OTHER,MANUAL
41570,VAUXHALL,MERIVA,BEIGE,Diesel,2,1175,158012,121,31/01/2020,TradeZone,MANUAL
97207,MERCEDES-BENZ,A-CLASS,BLACK,Petrol,2,10650,44063,84,30/04/2018,TradeZone,MANUAL
71413,AUDI,Q2,BLACK,Diesel,2,12450,50828,72,30/06/2020,OTHER,AUTO
44714,MINI,COUNTRYMAN,BLACK,Hybrid,2,11300,57132,77,31/03/2021,TradeZone,AUTO
96717,VOLVO,XC40,BRONZE,Hybrid,1,18850,37018,37,23/10/2018,TradeZone,MANUAL
91921,VOLVO,XC40,BLACK,Hybrid,1,16700,54529,41,06/09/2019,TradeZone,MANUAL
83707,SMART,FORFOUR,WHITE,Petrol,4,6075,47700,99,16/01/2018,TradeZone,MANUAL
78967,LAND ROVER,RANGE ROVER EVOQUE,BLUE,Diesel,1,15100,51251,47,28/05/2021,TradeZone,AUTO
84574,LAND ROVER,RANGE ROVER EVOQUE,BLACK,Diesel,1,16200,33912,50,21/08/2020,TradeZone,SEMI-AUTO
21978,LAND ROVER,RANGE ROVER EVOQUE,WHITE,Diesel,1,15600,43251,48,31/03/2017,TradeZone,MANUAL
40178,LAND ROVER,RANGE ROVER EVOQUE,BLACK,Diesel,1,15800,40000,50,31/03/2021,TradeZone,MANUAL
6385,MINI,CONVERTIBLE,GREY,Petrol,3,5300,37750,122,17/09/2021,TradeZone,MANUAL
14156,VAUXHALL,GRANDLAND X,GREY,Diesel,1,9450,59157,53,13/10/2022,TradeZone,AUTO
18392,VAUXHALL,GRANDLAND X,RED,Diesel,1,10750,36841,51,21/11/2022,OTHER,AUTO
14320,MERCEDES-BENZ,C-CLASS,GREY,Petrol,1,21250,25370,50,10/03/2017,TradeZone,SEMI-AUTO
44514,MERCEDES-BENZ,CLA,SILVER,Petrol,2,13950,26874,74,09/02/2022,TradeZone,AUTO
71302,BMW,3 SERIES GT,YELLOW,Diesel,4,10450,64362,95,09/09/2017,TradeZone,MANUAL
45227,FORD,FOCUS,WHITE,Petrol,3,1500,76845,173,11/09/2017,PARTEX,MANUAL
62602,FORD,FOCUS,BLUE,Petrol,3,1150,83000,198,12/08/2021,TradeZone,SEMI-AUTO
7234,VOLVO,XC60,WHITE,Diesel,4,6350,75458,151,21/12/2021,TradeZone,AUTO
740,VOLKSWAGEN,ID.4,BLACK,Electric,3,14550,36161,44,24/02/2020,TradeZone,SEMI-AUTO
50665,AUDI,A3,SILVER,Petrol,1,18350,13109,50,09/03/2018,TradeZone,AUTO
29706,AUDI,A3,SILVER,Petrol,1,18450,12878,50,31/05/2022,OTHER,MANUAL
27738,VAUXHALL,GRANDLAND X,GREY,Petrol,1,14550,9269,41,27/09/2021,TradeZone,MANUAL
58070,VOLKSWAGEN,POLO,BLUE,Petrol,3,3975,45187,169,27/06/2019,TradeZone,SEMI-AUTO
77474,RENAULT,KADJAR,RED,Petrol,2,11100,33800,68,13/12/2019,TradeZone,MANUAL
28316,NISSAN,X-TRAIL,BLUE,Diesel,3,5650,99315,98,31/07/2018,TradeZone,MANUAL
43988,RENAULT,CAPTUR,WHITE,Diesel,1,4175,51809,110,27/05/2018,TradeZone,AUTO
40749,RENAULT,CAPTUR,WHITE,Diesel,4,2500,107000,120,20/09/2019,TradeZone,MANUAL
86703,RENAULT,CAPTUR,GREEN,Diesel,3,3400,68902,119,27/11/2019,OTHER,AUTO
51596,BMW,3 SERIES,WHITE,Diesel,3,9125,83170,104,30/09/2018,TradeZone,MANUAL
